original_smiles,augmented_smiles,augmentation_type,scaffold,split
Fc1c2c(ccc1)[C@@]([NH+]=C2N)(C=1C=C(C)C(=O)N(C=1)CC)c1cc(ccc1)-c1cc(cnc1)C#CC,Fc1c2c(ccc1)[C@@]([NH+]=C2N)(C=1C=C(C)C(=O)N(C=1)CC)c1cc(ccc1)-c1cc(cnc1)C#CC,original,O=c1ccc([C@]2(c3cccc(-c4cccnc4)c3)[NH+]=Cc3ccccc32)c[nH]1,train
Fc1c2c(ccc1)[C@@]([NH+]=C2N)(C=1C=C(C)C(=O)N(C=1)CC)c1cc(ccc1)-c1cc(cnc1)C#CC,C(c1cncc(c1)-c1cc([C@@]2(c3c(C(=[NH+]2)N)c(ccc3)F)c2cc(c(n(c2)CC)=O)C)ccc1)#CC,random_smiles,O=c1ccc([C@]2(c3cccc(-c4cccnc4)c3)[NH+]=Cc3ccccc32)c[nH]1,train
Fc1c2c(ccc1)[C@@]([NH+]=C2N)(C=1C=C(C)C(=O)N(C=1)CC)c1cc(ccc1)-c1cc(cnc1)C#CC,C(#CC)c1cncc(c1)-c1cc([C@@]2(c3cn(c(=O)c(c3)C)CC)[NH+]=C(N)c3c(F)cccc23)ccc1,random_smiles,O=c1ccc([C@]2(c3cccc(-c4cccnc4)c3)[NH+]=Cc3ccccc32)c[nH]1,train
Fc1c2c(ccc1)[C@@]([NH+]=C2N)(C=1C=C(C)C(=O)N(C=1)CC)c1cc(ccc1)-c1cc(cnc1)C#CC,c1(=O)n(CC)cc(cc1C)[C@@]1(c2cccc(c2)-c2cncc(C#CC)c2)c2c(C(=[NH+]1)N)c(ccc2)F,random_smiles,O=c1ccc([C@]2(c3cccc(-c4cccnc4)c3)[NH+]=Cc3ccccc32)c[nH]1,train
Fc1c2c(ccc1)[C@@]([NH+]=C2N)(C=1C=C(C)C(=O)N(C=1)CC)c1cc(ccc1)-c1cc(cnc1)C#CC,c1(cccc(c1)-c1cc(cnc1)C#CC)[C@@]1(c2cc(C)c(n(c2)CC)=O)[NH+]=C(c2c1cccc2F)N,random_smiles,O=c1ccc([C@]2(c3cccc(-c4cccnc4)c3)[NH+]=Cc3ccccc32)c[nH]1,train
Fc1c2c(ccc1)[C@@]([NH+]=C2N)(C=1C=C(C)C(=O)N(C=1)CC)c1cc(ccc1)-c1cc(cnc1)C#CC,C(c1cncc(c1)-c1cc([C@]2(c3cc(c(n(c3)CC)=O)C)c3c(C(=[NH+]2)N)c(F)ccc3)ccc1)#CC,random_smiles,O=c1ccc([C@]2(c3cccc(-c4cccnc4)c3)[NH+]=Cc3ccccc32)c[nH]1,train
Fc1c2c(ccc1)[C@@]([NH+]=C2N)(C=1C=C(C)C(=O)N(C=1)CC)c1cc(ccc1)-c1cc(cnc1)C#CC,CC#Cc1cncc(-c2cccc([C@@]3(c4cc(C)c(=O)n(CC)c4)[NH+]=C(N)c4c(F)cccc43)c2)c1,tautomer,O=c1ccc([C@]2(c3cccc(-c4cccnc4)c3)[NH+]=Cc3ccccc32)c[nH]1,train
O1c2c(cc(cc2)CC)[C@@H]([NH2+]C[C@@H](O)[C@H]2NC(=O)C=3C=CC(=O)N(CCCCc4cc(C2)ccc4)C=3)CC12CCC2,O1c2c(cc(cc2)CC)[C@@H]([NH2+]C[C@@H](O)[C@H]2NC(=O)C=3C=CC(=O)N(CCCCc4cc(C2)ccc4)C=3)CC12CCC2,original,O=C1N[C@H](CC[NH2+][C@H]2CC3(CCC3)Oc3ccccc32)Cc2cccc(c2)CCCCn2cc1ccc2=O,train
O1c2c(cc(cc2)CC)[C@@H]([NH2+]C[C@@H](O)[C@H]2NC(=O)C=3C=CC(=O)N(CCCCc4cc(C2)ccc4)C=3)CC12CCC2,C12(Oc3ccc(CC)cc3[C@H](C1)[NH2+]C[C@H]([C@H]1NC(c3ccc(n(CCCCc4cc(ccc4)C1)c3)=O)=O)O)CCC2,random_smiles,O=C1N[C@H](CC[NH2+][C@H]2CC3(CCC3)Oc3ccccc32)Cc2cccc(c2)CCCCn2cc1ccc2=O,train
O1c2c(cc(cc2)CC)[C@@H]([NH2+]C[C@@H](O)[C@H]2NC(=O)C=3C=CC(=O)N(CCCCc4cc(C2)ccc4)C=3)CC12CCC2,C(C)c1ccc2OC3(C[C@@H](c2c1)[NH2+]C[C@@H](O)[C@@H]1Cc2cccc(c2)CCCCn2cc(ccc2=O)C(N1)=O)CCC3,random_smiles,O=C1N[C@H](CC[NH2+][C@H]2CC3(CCC3)Oc3ccccc32)Cc2cccc(c2)CCCCn2cc1ccc2=O,train
O1c2c(cc(cc2)CC)[C@@H]([NH2+]C[C@@H](O)[C@H]2NC(=O)C=3C=CC(=O)N(CCCCc4cc(C2)ccc4)C=3)CC12CCC2,C1CCCn2c(=O)ccc(c2)C(N[C@@H](Cc2cc1ccc2)[C@@H](C[NH2+][C@H]1CC2(CCC2)Oc2ccc(CC)cc21)O)=O,random_smiles,O=C1N[C@H](CC[NH2+][C@H]2CC3(CCC3)Oc3ccccc32)Cc2cccc(c2)CCCCn2cc1ccc2=O,train
O1c2c(cc(cc2)CC)[C@@H]([NH2+]C[C@@H](O)[C@H]2NC(=O)C=3C=CC(=O)N(CCCCc4cc(C2)ccc4)C=3)CC12CCC2,c12cc(ccc2)C[C@@H]([C@H](O)C[NH2+][C@@H]2c3cc(ccc3OC3(C2)CCC3)CC)NC(=O)c2ccc(n(c2)CCCC1)=O,random_smiles,O=C1N[C@H](CC[NH2+][C@H]2CC3(CCC3)Oc3ccccc32)Cc2cccc(c2)CCCCn2cc1ccc2=O,train
O1c2c(cc(cc2)CC)[C@@H]([NH2+]C[C@@H](O)[C@H]2NC(=O)C=3C=CC(=O)N(CCCCc4cc(C2)ccc4)C=3)CC12CCC2,C1C2(Oc3ccc(cc3[C@@H]([NH2+]C[C@H]([C@@H]3Cc4cc(CCCCn5cc(ccc5=O)C(=O)N3)ccc4)O)C2)CC)CC1,random_smiles,O=C1N[C@H](CC[NH2+][C@H]2CC3(CCC3)Oc3ccccc32)Cc2cccc(c2)CCCCn2cc1ccc2=O,train
O1c2c(cc(cc2)CC)[C@@H]([NH2+]C[C@@H](O)[C@H]2NC(=O)C=3C=CC(=O)N(CCCCc4cc(C2)ccc4)C=3)CC12CCC2,CCc1ccc2c(c1)[C@@H]([NH2+]C[C@@H](O)[C@@H]1Cc3cccc(c3)CCCCn3cc(ccc3=O)C(O)=N1)CC1(CCC1)O2,tautomer,O=C1N[C@H](CC[NH2+][C@H]2CC3(CCC3)Oc3ccccc32)Cc2cccc(c2)CCCCn2cc1ccc2=O,train
O1c2c(cc(cc2)CC)[C@@H]([NH2+]C[C@@H](O)[C@H]2NC(=O)C=3C=CC(=O)N(CCCCc4cc(C2)ccc4)C=3)CC12CCC2,CCc1ccc2c(c1)[C@@H]([NH2+]C[C@@H](O)[C@@H]1Cc3cccc(c3)CCCCn3cc(ccc3=O)C(=O)N1)CC1(CCC1)O2,tautomer,O=C1N[C@H](CC[NH2+][C@H]2CC3(CCC3)Oc3ccccc32)Cc2cccc(c2)CCCCn2cc1ccc2=O,train
O=C1N(CCCC1)C(C)(C)[C@@H]1C[C@@H](CCC1)C(=O)N[C@H]([C@H](O)C[NH2+]Cc1cc(ccc1)C(C)C)Cc1ccccc1,O=C1N(CCCC1)C(C)(C)[C@@H]1C[C@@H](CCC1)C(=O)N[C@H]([C@H](O)C[NH2+]Cc1cc(ccc1)C(C)C)Cc1ccccc1,original,O=C(N[C@H](CC[NH2+]Cc1ccccc1)Cc1ccccc1)[C@@H]1CCC[C@H](CN2CCCCC2=O)C1,train
O=C1N(CCCC1)C(C)(C)[C@@H]1C[C@@H](CCC1)C(=O)N[C@H]([C@H](O)C[NH2+]Cc1cc(ccc1)C(C)C)Cc1ccccc1,C1N(C(CCC1)=O)C([C@H]1CCC[C@H](C1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)C[NH2+]Cc1cccc(C(C)C)c1)(C)C,random_smiles,O=C(N[C@H](CC[NH2+]Cc1ccccc1)Cc1ccccc1)[C@@H]1CCC[C@H](CN2CCCCC2=O)C1,train
O=C1N(CCCC1)C(C)(C)[C@@H]1C[C@@H](CCC1)C(=O)N[C@H]([C@H](O)C[NH2+]Cc1cc(ccc1)C(C)C)Cc1ccccc1,CC(C)c1cccc(C[NH2+]C[C@H]([C@H](Cc2ccccc2)NC(=O)[C@H]2C[C@@H](C(C)(C)N3C(CCCC3)=O)CCC2)O)c1,random_smiles,O=C(N[C@H](CC[NH2+]Cc1ccccc1)Cc1ccccc1)[C@@H]1CCC[C@H](CN2CCCCC2=O)C1,train
O=C1N(CCCC1)C(C)(C)[C@@H]1C[C@@H](CCC1)C(=O)N[C@H]([C@H](O)C[NH2+]Cc1cc(ccc1)C(C)C)Cc1ccccc1,CC(C)c1cc(ccc1)C[NH2+]C[C@@H](O)[C@@H](NC([C@H]1C[C@H](CCC1)C(C)(C)N1C(=O)CCCC1)=O)Cc1ccccc1,random_smiles,O=C(N[C@H](CC[NH2+]Cc1ccccc1)Cc1ccccc1)[C@@H]1CCC[C@H](CN2CCCCC2=O)C1,train
O=C1N(CCCC1)C(C)(C)[C@@H]1C[C@@H](CCC1)C(=O)N[C@H]([C@H](O)C[NH2+]Cc1cc(ccc1)C(C)C)Cc1ccccc1,CC(C)([C@H]1CCC[C@@H](C(=O)N[C@@H](Cc2ccccc2)[C@H](O)C[NH2+]Cc2cc(ccc2)C(C)C)C1)N1CCCCC1=O,random_smiles,O=C(N[C@H](CC[NH2+]Cc1ccccc1)Cc1ccccc1)[C@@H]1CCC[C@H](CN2CCCCC2=O)C1,train
O=C1N(CCCC1)C(C)(C)[C@@H]1C[C@@H](CCC1)C(=O)N[C@H]([C@H](O)C[NH2+]Cc1cc(ccc1)C(C)C)Cc1ccccc1,N1(C(CCCC1)=O)C(C)([C@H]1CCC[C@@H](C(=O)N[C@H]([C@H](O)C[NH2+]Cc2cccc(C(C)C)c2)Cc2ccccc2)C1)C,random_smiles,O=C(N[C@H](CC[NH2+]Cc1ccccc1)Cc1ccccc1)[C@@H]1CCC[C@H](CN2CCCCC2=O)C1,train
O=C1N(CCCC1)C(C)(C)[C@@H]1C[C@@H](CCC1)C(=O)N[C@H]([C@H](O)C[NH2+]Cc1cc(ccc1)C(C)C)Cc1ccccc1,CC(C)c1cccc(C[NH2+]C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)C2CCC[C@H](C(C)(C)N3CCCC=C3O)C2)c1,tautomer,O=C(N[C@H](CC[NH2+]Cc1ccccc1)Cc1ccccc1)[C@@H]1CCC[C@H](CN2CCCCC2=O)C1,train
O=C1N(CCCC1)C(C)(C)[C@@H]1C[C@@H](CCC1)C(=O)N[C@H]([C@H](O)C[NH2+]Cc1cc(ccc1)C(C)C)Cc1ccccc1,CC(C)c1cccc(C[NH2+]C[C@@H](O)[C@H](Cc2ccccc2)N=C(O)C2CCC[C@H](C(C)(C)N3CCCC=C3O)C2)c1,tautomer,O=C(N[C@H](CC[NH2+]Cc1ccccc1)Cc1ccccc1)[C@@H]1CCC[C@H](CN2CCCCC2=O)C1,train
O=C1N(CCCC1)C(C)(C)[C@@H]1C[C@@H](CCC1)C(=O)N[C@H]([C@H](O)C[NH2+]Cc1cc(ccc1)C(C)C)Cc1ccccc1,CC(C)c1cccc(C[NH2+]C[C@@H](O)[C@H](Cc2ccccc2)N=C(O)C2CCC[C@H](C(C)(C)N3CCCCC3=O)C2)c1,tautomer,O=C(N[C@H](CC[NH2+]Cc1ccccc1)Cc1ccccc1)[C@@H]1CCC[C@H](CN2CCCCC2=O)C1,train
Fc1cc(cc(F)c1)C[C@H](NC(=O)c1cc(cc(c1)C)C(=O)N(CCC)CCC)[C@H](O)[C@@H]1[NH2+]C[C@H](Oc2ccccc2)C1,Fc1cc(cc(F)c1)C[C@H](NC(=O)c1cc(cc(c1)C)C(=O)N(CCC)CCC)[C@H](O)[C@@H]1[NH2+]C[C@H](Oc2ccccc2)C1,original,O=C(N[C@@H](Cc1ccccc1)C[C@H]1C[C@@H](Oc2ccccc2)C[NH2+]1)c1ccccc1,train
Fc1cc(cc(F)c1)C[C@H](NC(=O)c1cc(cc(c1)C)C(=O)N(CCC)CCC)[C@H](O)[C@@H]1[NH2+]C[C@H](Oc2ccccc2)C1,c1(cc(C)cc(c1)C(N[C@H]([C@@H]([C@@H]1[NH2+]C[C@@H](C1)Oc1ccccc1)O)Cc1cc(F)cc(F)c1)=O)C(=O)N(CCC)CCC,random_smiles,O=C(N[C@@H](Cc1ccccc1)C[C@H]1C[C@@H](Oc2ccccc2)C[NH2+]1)c1ccccc1,train
Fc1cc(cc(F)c1)C[C@H](NC(=O)c1cc(cc(c1)C)C(=O)N(CCC)CCC)[C@H](O)[C@@H]1[NH2+]C[C@H](Oc2ccccc2)C1,c1c(F)cc(cc1C[C@@H]([C@@H]([C@H]1C[C@H](C[NH2+]1)Oc1ccccc1)O)NC(c1cc(cc(c1)C(=O)N(CCC)CCC)C)=O)F,random_smiles,O=C(N[C@@H](Cc1ccccc1)C[C@H]1C[C@@H](Oc2ccccc2)C[NH2+]1)c1ccccc1,train
Fc1cc(cc(F)c1)C[C@H](NC(=O)c1cc(cc(c1)C)C(=O)N(CCC)CCC)[C@H](O)[C@@H]1[NH2+]C[C@H](Oc2ccccc2)C1,C1[NH2+][C@@H]([C@H]([C@H](Cc2cc(F)cc(F)c2)NC(=O)c2cc(cc(C)c2)C(N(CCC)CCC)=O)O)C[C@H]1Oc1ccccc1,random_smiles,O=C(N[C@@H](Cc1ccccc1)C[C@H]1C[C@@H](Oc2ccccc2)C[NH2+]1)c1ccccc1,train
Fc1cc(cc(F)c1)C[C@H](NC(=O)c1cc(cc(c1)C)C(=O)N(CCC)CCC)[C@H](O)[C@@H]1[NH2+]C[C@H](Oc2ccccc2)C1,[C@@H](NC(=O)c1cc(C)cc(c1)C(=O)N(CCC)CCC)([C@H](O)[C@H]1C[C@H](C[NH2+]1)Oc1ccccc1)Cc1cc(F)cc(F)c1,random_smiles,O=C(N[C@@H](Cc1ccccc1)C[C@H]1C[C@@H](Oc2ccccc2)C[NH2+]1)c1ccccc1,train
Fc1cc(cc(F)c1)C[C@H](NC(=O)c1cc(cc(c1)C)C(=O)N(CCC)CCC)[C@H](O)[C@@H]1[NH2+]C[C@H](Oc2ccccc2)C1,N(C(=O)c1cc(C)cc(C(=O)N(CCC)CCC)c1)[C@@H](Cc1cc(F)cc(F)c1)[C@@H]([C@H]1C[C@@H](Oc2ccccc2)C[NH2+]1)O,random_smiles,O=C(N[C@@H](Cc1ccccc1)C[C@H]1C[C@@H](Oc2ccccc2)C[NH2+]1)c1ccccc1,train
Fc1cc(cc(F)c1)C[C@H](NC(=O)c1cc(cc(c1)C)C(=O)N(CCC)CCC)[C@H](O)[C@@H]1[NH2+]C[C@H](Oc2ccccc2)C1,CCCN(CCC)C(=O)c1cc(C)cc(C(O)=N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2C[C@@H](Oc3ccccc3)C[NH2+]2)c1,tautomer,O=C(N[C@@H](Cc1ccccc1)C[C@H]1C[C@@H](Oc2ccccc2)C[NH2+]1)c1ccccc1,train
Fc1cc(cc(F)c1)C[C@H](NC(=O)c1cc(cc(c1)C)C(=O)N(CCC)CCC)[C@H](O)[C@@H]1[NH2+]C[C@H](Oc2ccccc2)C1,CCCN(CCC)C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2C[C@@H](Oc3ccccc3)C[NH2+]2)c1,tautomer,O=C(N[C@@H](Cc1ccccc1)C[C@H]1C[C@@H](Oc2ccccc2)C[NH2+]1)c1ccccc1,train
Fc1cc(cc(F)c1)C[C@H](NC(=O)c1cc(cc(c1)C)C(=O)N(CCC)CCC)[C@H](O)[C@@H]1[NH2+]CCN(Cc2ccccc2)C1=O,Fc1cc(cc(F)c1)C[C@H](NC(=O)c1cc(cc(c1)C)C(=O)N(CCC)CCC)[C@H](O)[C@@H]1[NH2+]CCN(Cc2ccccc2)C1=O,original,O=C(N[C@@H](Cc1ccccc1)C[C@@H]1[NH2+]CCN(Cc2ccccc2)C1=O)c1ccccc1,train
Fc1cc(cc(F)c1)C[C@H](NC(=O)c1cc(cc(c1)C)C(=O)N(CCC)CCC)[C@H](O)[C@@H]1[NH2+]CCN(Cc2ccccc2)C1=O,[NH2+]1CCN(Cc2ccccc2)C([C@@H]1[C@@H](O)[C@@H](NC(=O)c1cc(C)cc(c1)C(N(CCC)CCC)=O)Cc1cc(F)cc(c1)F)=O,random_smiles,O=C(N[C@@H](Cc1ccccc1)C[C@@H]1[NH2+]CCN(Cc2ccccc2)C1=O)c1ccccc1,train
Fc1cc(cc(F)c1)C[C@H](NC(=O)c1cc(cc(c1)C)C(=O)N(CCC)CCC)[C@H](O)[C@@H]1[NH2+]CCN(Cc2ccccc2)C1=O,C(C)CN(C(c1cc(cc(c1)C(=O)N[C@H]([C@@H]([C@@H]1[NH2+]CCN(C1=O)Cc1ccccc1)O)Cc1cc(F)cc(F)c1)C)=O)CCC,random_smiles,O=C(N[C@@H](Cc1ccccc1)C[C@@H]1[NH2+]CCN(Cc2ccccc2)C1=O)c1ccccc1,train
Fc1cc(cc(F)c1)C[C@H](NC(=O)c1cc(cc(c1)C)C(=O)N(CCC)CCC)[C@H](O)[C@@H]1[NH2+]CCN(Cc2ccccc2)C1=O,c1(cc(cc(F)c1)C[C@@H]([C@H](O)[C@@H]1[NH2+]CCN(Cc2ccccc2)C1=O)NC(=O)c1cc(cc(c1)C)C(=O)N(CCC)CCC)F,random_smiles,O=C(N[C@@H](Cc1ccccc1)C[C@@H]1[NH2+]CCN(Cc2ccccc2)C1=O)c1ccccc1,train
Fc1cc(cc(F)c1)C[C@H](NC(=O)c1cc(cc(c1)C)C(=O)N(CCC)CCC)[C@H](O)[C@@H]1[NH2+]CCN(Cc2ccccc2)C1=O,c1c(CN2C(=O)[C@H]([C@@H](O)[C@@H](NC(=O)c3cc(cc(c3)C(=O)N(CCC)CCC)C)Cc3cc(cc(c3)F)F)[NH2+]CC2)cccc1,random_smiles,O=C(N[C@@H](Cc1ccccc1)C[C@@H]1[NH2+]CCN(Cc2ccccc2)C1=O)c1ccccc1,train
Fc1cc(cc(F)c1)C[C@H](NC(=O)c1cc(cc(c1)C)C(=O)N(CCC)CCC)[C@H](O)[C@@H]1[NH2+]CCN(Cc2ccccc2)C1=O,c1cc(CN2CC[NH2+][C@H](C2=O)[C@H]([C@@H](NC(c2cc(C(N(CCC)CCC)=O)cc(c2)C)=O)Cc2cc(F)cc(F)c2)O)ccc1,random_smiles,O=C(N[C@@H](Cc1ccccc1)C[C@@H]1[NH2+]CCN(Cc2ccccc2)C1=O)c1ccccc1,train
Fc1cc(cc(F)c1)C[C@H](NC(=O)c1cc(cc(c1)C)C(=O)N(CCC)CCC)[C@H](O)[C@@H]1[NH2+]CCN(Cc2ccccc2)C1=O,CCCN(CCC)C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)C2=C(O)N(Cc3ccccc3)CC[NH2+]2)c1,tautomer,O=C(N[C@@H](Cc1ccccc1)C[C@@H]1[NH2+]CCN(Cc2ccccc2)C1=O)c1ccccc1,train
Fc1cc(cc(F)c1)C[C@H](NC(=O)c1cc(cc(c1)C)C(=O)N(CCC)CCC)[C@H](O)[C@@H]1[NH2+]CCN(Cc2ccccc2)C1=O,CCCN(CCC)C(=O)c1cc(C)cc(C(O)=N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)C2=C(O)N(Cc3ccccc3)CC[NH2+]2)c1,tautomer,O=C(N[C@@H](Cc1ccccc1)C[C@@H]1[NH2+]CCN(Cc2ccccc2)C1=O)c1ccccc1,train
Fc1cc(cc(F)c1)C[C@H](NC(=O)c1cc(cc(c1)C)C(=O)N(CCC)CCC)[C@H](O)[C@@H]1[NH2+]CCN(Cc2ccccc2)C1=O,CCCN(CCC)C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)C2[NH2+]CCN(Cc3ccccc3)C2=O)c1,tautomer,O=C(N[C@@H](Cc1ccccc1)C[C@@H]1[NH2+]CCN(Cc2ccccc2)C1=O)c1ccccc1,train
S1(=O)(=O)N(CCCC1)c1cc(cc(NCC)c1)C(=O)N[C@H]([C@H](O)C[NH2+]Cc1cc(ccc1)C(F)(F)F)Cc1ccccc1,S1(=O)(=O)N(CCCC1)c1cc(cc(NCC)c1)C(=O)N[C@H]([C@H](O)C[NH2+]Cc1cc(ccc1)C(F)(F)F)Cc1ccccc1,original,O=C(N[C@H](CC[NH2+]Cc1ccccc1)Cc1ccccc1)c1cccc(N2CCCCS2(=O)=O)c1,test
S1(=O)(=O)N(CCCC1)c1cc(cc(NCC)c1)C(=O)N[C@H]([C@H](O)C[NH2+]Cc1cc(ccc1)C(F)(F)F)Cc1ccccc1,C(c1cc(ccc1)C(F)(F)F)[NH2+]C[C@H]([C@H](Cc1ccccc1)NC(c1cc(NCC)cc(N2CCCCS2(=O)=O)c1)=O)O,random_smiles,O=C(N[C@H](CC[NH2+]Cc1ccccc1)Cc1ccccc1)c1cccc(N2CCCCS2(=O)=O)c1,test
S1(=O)(=O)N(CCCC1)c1cc(cc(NCC)c1)C(=O)N[C@H]([C@H](O)C[NH2+]Cc1cc(ccc1)C(F)(F)F)Cc1ccccc1,C1CCCN(S1(=O)=O)c1cc(cc(NCC)c1)C(N[C@H]([C@H](O)C[NH2+]Cc1cccc(C(F)(F)F)c1)Cc1ccccc1)=O,random_smiles,O=C(N[C@H](CC[NH2+]Cc1ccccc1)Cc1ccccc1)c1cccc(N2CCCCS2(=O)=O)c1,test
S1(=O)(=O)N(CCCC1)c1cc(cc(NCC)c1)C(=O)N[C@H]([C@H](O)C[NH2+]Cc1cc(ccc1)C(F)(F)F)Cc1ccccc1,c1cccc(C[C@H](NC(=O)c2cc(cc(c2)N2CCCCS2(=O)=O)NCC)[C@H](O)C[NH2+]Cc2cccc(c2)C(F)(F)F)c1,random_smiles,O=C(N[C@H](CC[NH2+]Cc1ccccc1)Cc1ccccc1)c1cccc(N2CCCCS2(=O)=O)c1,test
S1(=O)(=O)N(CCCC1)c1cc(cc(NCC)c1)C(=O)N[C@H]([C@H](O)C[NH2+]Cc1cc(ccc1)C(F)(F)F)Cc1ccccc1,[NH2+](Cc1cccc(C(F)(F)F)c1)C[C@H]([C@H](Cc1ccccc1)NC(c1cc(N2CCCCS2(=O)=O)cc(NCC)c1)=O)O,random_smiles,O=C(N[C@H](CC[NH2+]Cc1ccccc1)Cc1ccccc1)c1cccc(N2CCCCS2(=O)=O)c1,test
S1(=O)(=O)N(CCCC1)c1cc(cc(NCC)c1)C(=O)N[C@H]([C@H](O)C[NH2+]Cc1cc(ccc1)C(F)(F)F)Cc1ccccc1,[NH2+](C[C@H]([C@@H](NC(=O)c1cc(cc(c1)N1CCCCS1(=O)=O)NCC)Cc1ccccc1)O)Cc1cccc(c1)C(F)(F)F,random_smiles,O=C(N[C@H](CC[NH2+]Cc1ccccc1)Cc1ccccc1)c1cccc(N2CCCCS2(=O)=O)c1,test
S1(=O)(=O)N(CCCC1)c1cc(cc(NCC)c1)C(=O)N[C@H]([C@H](O)C[NH2+]Cc1cc(ccc1)C(F)(F)F)Cc1ccccc1,CCNc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)C[NH2+]Cc2cccc(C(F)(F)F)c2)cc(N2CCCCS2(=O)=O)c1,tautomer,O=C(N[C@H](CC[NH2+]Cc1ccccc1)Cc1ccccc1)c1cccc(N2CCCCS2(=O)=O)c1,test
S1(=O)(=O)N(CCCC1)c1cc(cc(NCC)c1)C(=O)N[C@H]([C@H](O)C[NH2+]Cc1cc(ccc1)C(F)(F)F)Cc1ccccc1,CCNc1cc(C(O)=N[C@@H](Cc2ccccc2)[C@H](O)C[NH2+]Cc2cccc(C(F)(F)F)c2)cc(N2CCCCS2(=O)=O)c1,tautomer,O=C(N[C@H](CC[NH2+]Cc1ccccc1)Cc1ccccc1)c1cccc(N2CCCCS2(=O)=O)c1,test
S(=O)(=O)(N(c1cc(cc(NCC)c1)C(=O)N[C@H]([C@H](O)C[NH2+][C@H](C(=O)NC1CCCCC1)C)Cc1ccccc1)c1ccccc1)C,S(=O)(=O)(N(c1cc(cc(NCC)c1)C(=O)N[C@H]([C@H](O)C[NH2+][C@H](C(=O)NC1CCCCC1)C)Cc1ccccc1)c1ccccc1)C,original,O=C(C[NH2+]CC[C@H](Cc1ccccc1)NC(=O)c1cccc(Nc2ccccc2)c1)NC1CCCCC1,train
S(=O)(=O)(N(c1cc(cc(NCC)c1)C(=O)N[C@H]([C@H](O)C[NH2+][C@H](C(=O)NC1CCCCC1)C)Cc1ccccc1)c1ccccc1)C,c1c(cc(C(=O)N[C@H]([C@H](O)C[NH2+][C@H](C(NC2CCCCC2)=O)C)Cc2ccccc2)cc1N(S(=O)(C)=O)c1ccccc1)NCC,random_smiles,O=C(C[NH2+]CC[C@H](Cc1ccccc1)NC(=O)c1cccc(Nc2ccccc2)c1)NC1CCCCC1,train
S(=O)(=O)(N(c1cc(cc(NCC)c1)C(=O)N[C@H]([C@H](O)C[NH2+][C@H](C(=O)NC1CCCCC1)C)Cc1ccccc1)c1ccccc1)C,C1CCC(NC([C@@H]([NH2+]C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)c2cc(NCC)cc(N(S(C)(=O)=O)c3ccccc3)c2)C)=O)CC1,random_smiles,O=C(C[NH2+]CC[C@H](Cc1ccccc1)NC(=O)c1cccc(Nc2ccccc2)c1)NC1CCCCC1,train
S(=O)(=O)(N(c1cc(cc(NCC)c1)C(=O)N[C@H]([C@H](O)C[NH2+][C@H](C(=O)NC1CCCCC1)C)Cc1ccccc1)c1ccccc1)C,C(=O)([C@H](C)[NH2+]C[C@H]([C@H](Cc1ccccc1)NC(c1cc(N(c2ccccc2)S(=O)(C)=O)cc(c1)NCC)=O)O)NC1CCCCC1,random_smiles,O=C(C[NH2+]CC[C@H](Cc1ccccc1)NC(=O)c1cccc(Nc2ccccc2)c1)NC1CCCCC1,train
S(=O)(=O)(N(c1cc(cc(NCC)c1)C(=O)N[C@H]([C@H](O)C[NH2+][C@H](C(=O)NC1CCCCC1)C)Cc1ccccc1)c1ccccc1)C,c1ccccc1C[C@@H]([C@@H](C[NH2+][C@H](C(NC1CCCCC1)=O)C)O)NC(c1cc(cc(NCC)c1)N(S(C)(=O)=O)c1ccccc1)=O,random_smiles,O=C(C[NH2+]CC[C@H](Cc1ccccc1)NC(=O)c1cccc(Nc2ccccc2)c1)NC1CCCCC1,train
S(=O)(=O)(N(c1cc(cc(NCC)c1)C(=O)N[C@H]([C@H](O)C[NH2+][C@H](C(=O)NC1CCCCC1)C)Cc1ccccc1)c1ccccc1)C,C(Nc1cc(cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)C[NH2+][C@@H](C)C(=O)NC2CCCCC2)c1)N(c1ccccc1)S(C)(=O)=O)C,random_smiles,O=C(C[NH2+]CC[C@H](Cc1ccccc1)NC(=O)c1cccc(Nc2ccccc2)c1)NC1CCCCC1,train
S(=O)(=O)(N(c1cc(cc(NCC)c1)C(=O)N[C@H]([C@H](O)C[NH2+][C@H](C(=O)NC1CCCCC1)C)Cc1ccccc1)c1ccccc1)C,CCNc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)C[NH2+]C(C)=C(O)NC2CCCCC2)cc(N(c2ccccc2)S(C)(=O)=O)c1,tautomer,O=C(C[NH2+]CC[C@H](Cc1ccccc1)NC(=O)c1cccc(Nc2ccccc2)c1)NC1CCCCC1,train
